id	name	bigg.reaction	ec-code	kegg.pathway	kegg.reaction	metanetx.reaction
r_0227	ATPase, plasma membrane	ATPS	3.6.1.5;3.6.3.6	sce00190;sce00230;sce00240	R00086	MNXR96131
r_0228	beta-1,4 mannosyltransferase		2.4.1.142	sce00510;sce00513	R04502	MNXR108930
r_0229	biotin synthase		2.8.1.6	sce00780		
r_0230	biotin-[acetyl-CoA-carboxylase] ligase	BACCL	6.3.4.-;6.3.4.10;6.3.4.11;6.3.4.15;6.3.4.9	sce00780	R01074	MNXR96208
r_0231	C-14 sterol reductase	C14STR	1.3.1.70	sce00100;sce01110;sce01130	R05639	MNXR109728
r_0233	C-22 sterol desaturase (NADP)	C22STDS	1.14.19.41	sce00100;sce01130	R07506	MNXR123636
r_0234	C-3 sterol dehydrogenase		1.1.1.170	sce00100;sce01130		
r_0235	C-3 sterol dehydrogenase (4-methylzymosterol)		1.1.1.170	sce00100;sce01130		MNXR128630
r_0236	C-3 sterol keto reductase (4-methylzymosterol)		1.1.1.270	sce00100;sce01130	R07495	MNXR111123
r_0237	C-3 sterol keto reductase (zymosterol)	HMR_1509	1.1.1.270	sce00100;sce01130		MNXR123719
r_0238	C-4 methyl sterol oxidase		1.14.13.72	sce00100;sce01130		MNXR128521
r_0239	C-4 methyl sterol oxidase	HMR_1503	1.14.13.72	sce00100;sce01130		MNXR128522
r_0240	C-4 methyl sterol oxidase		1.14.13.72	sce00100;sce01130		
r_0241	C-4 sterol methyl oxidase (4,4-dimethylzymosterol)		1.14.13.72	sce00100;sce01130	R07509	MNXR111130
r_0242	C-5 sterol desaturase	C5STDS	1.14.19.20	sce00100;sce01110;sce01130		MNXR126641
r_0243	C-8 sterol isomerase	C8STI	5.-.-.-	sce00100;sce01130	R07497	MNXR96432
r_0244	C-s24 sterol reductase	C24STRer	1.3.1.71	sce00100;sce01130	R05641	MNXR96407
r_0249	CAAX farnesyltransferase		2.5.1.58	sce00900;sce01130	R07273	MNXR110956
r_0250	carbamoyl-phosphate synthase (glutamine-hydrolysing)	CBPS	2.1.3.2;6.3.5.5	sce00240;sce00250	R00575	MNXR96485
r_0252	carnitine O-acetyltransferase	CSNATr	2.3.1.7	sce04146	R02396	MNXR96926
r_0253	carnitine O-acetyltransferase	CSNATp	2.3.1.7	sce04146	R02396	MNXR96926
r_0254	carnitine O-acetyltransferase	CSNATm	2.3.1.7	sce04146	R02396	MNXR96926
r_0255	catalase	CAT	1.11.1.6	sce00380;sce00630;sce01110;sce01130;sce01200;sce04011;sce04146;sce04213	R00009	MNXR96455
r_0256	catalase	CATp	1.11.1.6	sce00380;sce00630;sce01110;sce01130;sce01200;sce04011;sce04146;sce04213	R00009	MNXR96455
r_0259	ceramide-1 hydroxylase (24C)		1.-.-.-	sce00600		MNXR126673
r_0260	ceramide-1 hydroxylase (24C)		1.-.-.-			MNXR126668
r_0261	ceramide-1 hydroxylase (26C)		1.-.-.-	sce00600		MNXR126661
r_0262	ceramide-1 hydroxylase (26C)		1.-.-.-			MNXR126662
r_0263	ceramide-1 synthase (24C)	CERS124er	2.3.1.24	sce00600		MNXR126659
r_0264	ceramide-1 synthase (26C)	CERS126er	2.3.1.24	sce00600	R06517	MNXR126619
r_0265	ceramide-2 synthase (24C)	CERS224er	2.3.1.24	sce00600		MNXR126660
r_0266	ceramide-2 synthase (26C)	CERS226er	2.3.1.24	sce00600	R06527	MNXR126618
r_0267	ceramide-3 synthase (24C)		1.-.-.-			MNXR126670
r_0268	ceramide-3 synthase (26C)		1.-.-.-			MNXR126669
r_0269	ceramide-4 synthase (24C)		1.-.-.-			MNXR126672
r_0270	ceramide-4 synthase (26C)		1.-.-.-			MNXR126671
r_0271	chitin deacetylase		3.5.1.41	sce00520	R02333	MNXR107444
r_0272	chitin synthase		2.4.1.16	sce00520	R02335	MNXR107446
r_0273	choline kinase	CHOLK	2.7.1.32	sce00564	R01021	MNXR96702
r_0274	choline phosphate cytididyltransferase	CHLPCTD	2.7.7.15	sce00440;sce00564	R01890	MNXR96686
r_0278	chorismate mutase	CHORM	5.4.99.5	sce00400;sce01110;sce01130;sce01230	R01715	MNXR96708
r_0279	chorismate synthase	CHORS	4.2.3.5	sce00400;sce01110;sce01130;sce01230	R01714	MNXR96709
r_0280	cis-aconitate(3-) to isocitrate	ACN_b_m	4.2.1.3	sce00020;sce00630;sce01110;sce01130;sce01200;sce01210;sce01230	R01900	MNXR95387
r_0281	cis-prenyltransferase step 01		2.5.1.87	sce00900;sce01110	R02061	MNXR99650
r_0282	cis-prenyltransferase step 02		2.5.1.87	sce00900;sce01110	R07475	MNXR100137
r_0283	cis-prenyltransferase step 03		2.5.1.87	sce00900;sce01110	R05613	MNXR103150
r_0284	cis-prenyltransferase step 04		2.5.1.87	sce00900;sce01110	R05612	MNXR100621
r_0285	cis-prenyltransferase step 05		2.5.1.87	sce00900;sce01110	R05611	MNXR109713
r_0286	cis-prenyltransferase step 06		2.5.1.87	sce00900;sce01110	R07267	MNXR110950
r_0287	cis-prenyltransferase step 07		2.5.1.87	sce00900;sce01110	R08747	MNXR112246
r_0288	cis-prenyltransferase step 08		2.5.1.87	sce00900;sce01110		MNXR105052
r_0289	cis-prenyltransferase step 09		2.5.1.87	sce00900;sce01110		
r_0290	cis-prenyltransferase step 10		2.5.1.87	sce00900;sce01110		
r_0291	cis-prenyltransferase step 11		2.5.1.87	sce00900;sce01110		
r_0292	cis-prenyltransferase step 12		2.5.1.87	sce00900;sce01110		
r_0293	cis-prenyltransferase step 13		2.5.1.87	sce00900;sce01110		
r_0294	cis-prenyltransferase step 14		2.5.1.87	sce00900;sce01110		
r_0295	cis-prenyltransferase step 15		2.5.1.87	sce00900;sce01110		
r_0296	cis-prenyltransferase step 16		2.5.1.87	sce00900;sce01110		
r_0297	cis-prenyltransferase step 17		2.5.1.87	sce00900;sce01110		
r_0298	cis-prenyltransferase step 18		2.5.1.87	sce00900;sce01110		
r_0299	cis-prenyltransferase step 19		2.5.1.87	sce00900;sce01110		
r_0300	citrate synthase	CSm	2.3.3.1	sce00020;sce00630;sce01110;sce01130;sce01200;sce01210;sce01230	R00351	MNXR96920
r_0301	citrate synthase, peroxisomal	CSp	2.3.3.16	sce00020;sce00630;sce01110;sce01130;sce01200;sce01210;sce01230	R00351	MNXR96920
r_0302	citrate to cis-aconitate(3-)	ACN_a_m	4.2.1.3	sce00020;sce00630;sce01110;sce01130;sce01200;sce01210;sce01230	R01325	MNXR95386
r_0303	citrate to cis-aconitate(3-), cytoplasmic	ACONTa	4.2.1.3	sce00020;sce00630;sce01110;sce01130;sce01200;sce01210;sce01230	R01325	MNXR95386
r_0304	coproporphyrinogen oxidase (O2 required)	CPPPGO	1.3.3.3	sce00860;sce01110	R03220	MNXR96880
r_0306	CTP synthase (glutamine)	CTPS2	6.3.4.2	sce00240	R00573	MNXR96945
r_0307	CTP synthase (NH3)	CTPS1	6.3.4.2	sce00240	R00571	MNXR96944
r_0308	cystathionine b-lyase	CYSTL	4.4.1.8	sce00270;sce00450;sce01110;sce01230	R01286	MNXR96469
r_0309	cystathionine beta-synthase	CYSTS	4.2.1.22	sce00260;sce00270;sce01130;sce01230	R01290	MNXR97019
r_0310	cystathionine g-lyase	CYSTGL	4.4.1.1	sce00260;sce00270;sce00450;sce01130;sce01230	R01001	MNXR97012
r_0311	cystathionine gamma-synthase	METB1	2.5.1.48	sce00270;sce00450;sce00920;sce01110;sce01130;sce01230	R03217	MNXR95637
r_0312	cysteine synthase	CYSS	2.5.1.47;2.5.1.49	sce00270;sce00920;sce01110;sce01130;sce01200;sce01230	R00897	MNXR97007
r_0313	cysteinyl-tRNA synthetase	CYSTRS	6.1.1.16	sce00970	R03650	MNXR97018
r_0314	cytidine deaminase	CYTD	3.5.4.5	sce00240	R01878	MNXR97039
r_0315	cytidine kinase (GTP)	CYTDK2	2.7.1.48	sce00240	R00517	MNXR97042
r_0317	cytochrome P450 lanosterol 14-alpha-demethylase (NADP)	LNS14DM	1.14.13.70;1.6.2.4	sce00100;sce01110;sce01130	R05640	MNXR109729
r_0318	cytosine deaminase	CSND	3.5.4.1	sce00240;sce00330	R00974	MNXR198310
r_0319	D-arabinono-1,4-lactone oxidase		1.1.3.37		R02715	MNXR107687
r_0320	D-arabinose 1-dehydrogenase (NAD)	ARAB1D1	1.1.1.116		R01574	MNXR95907
r_0321	D-arabinose 1-dehydrogenase (NADP)	ARAB1D2	1.1.1.117		R01575	MNXR95908
r_0322	D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase	FBA2	4.1.2.13	sce00010;sce00030;sce00051;sce01110;sce01130;sce01200;sce01230	R02568	MNXR99460
r_0323	D-sorbitol dehydrogenase (D-fructose producing)	SBTD_D2	1.1.1.14	sce00040;sce00051	R00875	MNXR104283
r_0326	dCMP deaminase	DCMPDA	3.5.4.12	sce00240	R01663	MNXR97185
r_0327	dCTP deaminase	DCTPD	3.5.4.12	sce00240	R02325	MNXR97201
r_0328	deoxyadenosine deaminase	DADA	3.5.4.2	sce00230	R02556	MNXR97076
r_0329	deoxycytidine deaminase	DCYTD	3.5.4.5	sce00240	R02485	MNXR97207
r_0330	deoxyguanylate kinase (dGMP:ATP)	DGK1	2.7.4.8	sce00230	R02090	MNXR97320
r_0331	deoxyhypusine synthase, cytosolic/mitochondrial		2.5.1.46			MNXR136013
r_0332	deoxyribokinase	DRBK	2.7.1.15	sce00030	R02750	MNXR97781
r_0334	dephospho-CoA kinase	DPCOAKm	2.7.1.24	sce00770	R00130	MNXR97762
r_0335	dethiobiotin synthase	DBTS	6.3.3.3	sce00780	R03182	MNXR97180
r_0340	dihydroceramidase		3.5.1.-	sce00600		MNXR126695
r_0341	dihydroceramidase		3.5.1.-	sce00600		
r_0342	dihydroceramidase		3.5.1.-	sce00600		MNXR126696
r_0343	dihydroceramidase		3.5.1.-	sce00600		MNXR126694
r_0344	dihydrofolate reductase	DHFR	1.5.1.3	sce00670;sce00790	R00939	MNXR97401
r_0345	dihydrofolate reductase	DHFRim	1.5.1.3	sce00670;sce00790	R00939	MNXR97401
r_0346	dihydrofolate synthase	DHFS	6.3.2.12	sce00790	R02237	MNXR140043
r_0347	dihydroneopterin aldolase	DHNPA	2.5.1.15;2.7.6.3;4.1.2.25	sce00790	R03504	MNXR151400
r_0348	dihydroneopterin monophosphate dephosphorylase	DNMPPA	3.6.-.-		R04621	MNXR151449
r_0349	dihydroorotase	DHORTS	3.5.2.3	sce00240	R01993	MNXR97428
r_0350	dihydropteroate synthase	DHPS	2.5.1.15;2.7.6.3;4.1.2.25	sce00790	R03066	MNXR140386
r_0351	dihydropteroate synthase	FOLD3m	2.5.1.15;2.7.6.3;4.1.2.25	sce00790	R03067	MNXR151976
r_0352	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)	DHAD1m	4.2.1.9	sce00290;sce00770;sce01110;sce01130;sce01210;sce01230	R04441	MNXR97358
r_0353	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)	DHAD2m	4.2.1.9	sce00290;sce00770;sce01110;sce01130;sce01210;sce01230	R05070	MNXR97359
r_0354	dihydroxyacetone kinase	DHAK	2.7.1.28;2.7.1.29	sce00051;sce00561;sce01200	R01011	MNXR97361
r_0355	dimethylallyltranstransferase	DMATT	2.5.1.1;2.5.1.10	sce00900;sce01110;sce01130	R01658	MNXR97512
r_0356	diphosphoglyceromutase	DPGM	5.4.2.11	sce00010;sce00260;sce01110;sce01130;sce01200;sce01230	R01662	MNXR107112
r_0357	diphosphoinositol-1,3,4,6-tetrakisphosphate diphosphohydrolase		3.6.1.52;3.6.1.60			
r_0358	diphosphoinositol-1,3,4,6-tetrakisphosphate synthase		2.7.4.21	sce04070;sce04138		
r_0359	diphthine synthase	DIPS	2.1.1.314		R04481	MNXR108915
r_0360	dolichol kinase	DOLK	2.7.1.108	sce00510	R01018	MNXR106791
r_0361	dolichyl-phosphate D-mannosyltransferase	DOLPMTcer	2.4.1.83	sce00510	R01009	MNXR106788
r_0362	dolichyl-phosphate-mannose--protein mannosyltransferase	DOLPMMer	2.4.1.109	sce00514;sce00515		MNXR136057
r_0363	dTMP kinase	DTMPK	2.7.4.9	sce00240	R02094	MNXR97804
r_0364	dUTP diphosphatase	DUTPDP	3.6.1.23	sce00240	R02100	MNXR97822
r_0365	endopolygalacturonase	EPGALURSe	3.2.1.15	sce00040		
r_0366	enolase	ENO	4.2.1.11	sce00010;sce01110;sce01130;sce01200;sce01230;sce03018	R00658	MNXR97932
r_0368	ethanolamine kinase	ETHAK	2.7.1.32;2.7.1.82	sce00564	R01468	MNXR97969
r_0369	ethyl acetate-hydrolyzing esterase		3.1.-.-		R12515	MNXR121010
r_0370	exo-1,3-beta-glucan glucohydrase	13BGHe	3.2.1.58;3.2.1.6	sce00500	R00308	MNXR106465
r_0373	farnesyltranstransferase	FRTT	2.5.1.-;2.5.1.1;2.5.1.10;2.5.1.29	sce00900;sce01110;sce01130	R02061	MNXR99650
r_0399	fatty-acid--CoA ligase (decanoate)		6.2.1.3	sce00061;sce00071;sce01212;sce04146		MNXR118203
r_0400	fatty-acid--CoA ligase (dodecanoate)	FACOAL120p	6.2.1.3	sce00061;sce00071;sce01212;sce04146		MNXR120051
r_0402	fatty-acid--CoA ligase (hexadecanoate)	FACOAL160p	6.2.1.3	sce00061;sce00071;sce01212;sce04146	R01280	MNXR99153
r_0410	fatty-acid--CoA ligase (octanoate)	FACOAL80p	6.2.1.3	sce00061;sce00071;sce01212;sce04146		MNXR99205
r_0412	fatty-acid--CoA ligase (tetradecanoate)	FACOAL140p	6.2.1.3	sce00061;sce00071;sce01212;sce04146		MNXR126663
r_0436	ferrochelatase	FCLTm	4.99.1.1	sce00860;sce01110	R00310	MNXR99471
r_0437	ferrocytochrome-c:hydrogen-peroxide oxidoreductase	CCP2m	1.11.1.5	sce00920	R00017	MNXR138164
r_0438	ferrocytochrome-c:oxygen oxidoreductase		1.9.3.1	sce00190;sce00920	R00081	MNXR138955
r_0439	ubiquinol:ferricytochrome c reductase		1.10.2.2	sce00190;sce00920		
r_0440	FMN adenylyltransferase	FMNAT	2.7.7.2	sce00740;sce01110	R00161	MNXR95501
r_0441	FMN reductase	FMNRx	1.5.1.39		R05705	MNXR99607
r_0442	FMN reductase	FMNRx2	1.5.1.39		R05706	MNXR99597
r_0443	formaldehyde dehydrogenase	FALDH	1.1.1.-;1.1.1.1;1.1.1.284	sce00010;sce00071;sce00350;sce01110;sce01130;sce01200		MNXR99236
r_0445	formate dehydrogenase	FDH	1.2.1.2	sce00630;sce01200	R00519	MNXR99475
r_0446	formate-tetrahydrofolate ligase	FTHFLi	1.5.1.5;3.5.4.9;6.3.4.3	sce00670	R00943	MNXR99672
r_0447	formate-tetrahydrofolate ligase	FTHFLmi	1.5.1.5;3.5.4.9;6.3.4.3	sce00670	R00943	MNXR99672
r_0448	fructose-2,6-bisphosphate 2-phosphatase	FBP26	3.1.3.46	sce00051	R00763	MNXR106671
r_0449	fructose-bisphosphatase	FBP	3.1.3.11	sce00010;sce00030;sce00051;sce01110;sce01130;sce01200	R00762	MNXR106670
r_0450	fructose-bisphosphate aldolase	FBA	4.1.2.13	sce00010;sce00030;sce00051;sce01110;sce01130;sce01200;sce01230		MNXR124532
r_0451	fumarase	FUMm	4.2.1.2	sce00020;sce00620;sce01110;sce01130;sce01200	R01082	MNXR99705
r_0452	fumarase, cytoplasmic	FUM	4.2.1.2	sce00020;sce00620;sce01110;sce01130;sce01200	R01082	MNXR99705
r_0453	dihydoorotic acid dehydrogenase	DHORDfum	1.3.98.1	sce00240	R01867	MNXR97425
r_0454	fumarate reductase	FRDm	1.3.1.6		R00408	MNXR99636
r_0455	soluble fumarate reductase	FRD	1.3.1.6		R00408	MNXR99636
r_0457	g-glutamyltransferase	GTMLT	2.3.2.2;3.4.19.13	sce00430;sce00480		MNXR100451
r_0458	galactokinase	GALKr	2.7.1.6	sce00052;sce00520	R01092	MNXR99985
r_0459	galactose-1-phosphate uridylyltransferase	GALT	2.7.7.12	sce00052;sce00520	R00502	MNXR100014
r_0460	gamma-glutamylcysteine synthetase	GLUCYS	6.3.2.2	sce00270;sce00480	R00894	MNXR100074
r_0461	geranylgeranyltranstransferase	GGTT			R07475	MNXR100137
r_0462	geranyltranstransferase	GRTT	2.5.1.1;2.5.1.10	sce00900;sce01110;sce01130	R02003	MNXR99634
r_0463	glucan 1,4-alpha-glucosidase	GLCGSD	2.4.1.25;3.2.1.33	sce00500;sce01110		MNXR100180
r_0464	glucan 1,4-alpha-glucosidase, vacuole	GLCGSDv	3.2.1.3	sce00500		MNXR100180
r_0465	glucosamine-6-phosphate deaminase	G6PDA				MNXR125024
r_0466	glucose 6-phosphate dehydrogenase	G6PDH2r	1.1.1.49	sce00030;sce00480;sce01110;sce01130;sce01200	R00835	MNXR99907
r_0467	glucose-6-phosphate isomerase	PGI	5.3.1.9	sce00010;sce00030;sce00500;sce00520;sce01110;sce01130;sce01200	R00771	MNXR106678
r_0468	glutamate 5-kinase	GLU5K	2.7.2.11	sce00330;sce00332;sce01130;sce01230	R00239	MNXR100277
r_0469	glutamate decarboxylase	GLUDC	4.1.1.15	sce00250;sce00410;sce00430;sce00650;sce01110	R00261	MNXR95942
r_0470	glutamate dehydrogenase (NAD)	GLUDxi	1.4.1.2	sce00220;sce00250;sce00430;sce00910	R00243	MNXR100085
r_0471	glutamate dehydrogenase (NADP)	GLUDy	1.4.1.4	sce00220;sce00250;sce00910	R00248	MNXR100086
r_0472	glutamate synthase (NADH2)	GLUSx	1.4.1.14	sce00250;sce00910;sce01110;sce01130;sce01230	R00093	MNXR100289
r_0473	glutamate-5-semialdehyde dehydrogenase	G5SD	1.2.1.41	sce00330;sce00332;sce01110;sce01130;sce01230	R03313	MNXR99896
r_0475	glutaminase	GLUN			R00256	MNXR100030
r_0476	glutamine synthetase	GLNS	6.3.1.2	sce00220;sce00250;sce00630;sce00910;sce01230	R00253	MNXR100024
r_0477	glutamine-fructose-6-phosphate transaminase	GF6PTA	2.6.1.16	sce00250;sce00520;sce01130	R00768	MNXR106675
r_0478	glutaminyl-tRNA synthetase	GLNTRS	6.1.1.18	sce00970	R03652	MNXR100257
r_0479	glutamyl-tRNA synthetase	GLUTRS	6.1.1.17	sce00860;sce00970;sce01110	R05578	MNXR100295
r_0480	glutamyl-tRNA synthetase	GLUTRSm	6.1.1.17	sce00860;sce00970;sce01110	R05578	MNXR100295
r_0481	glutathione oxidoreductase	GTHOr	1.8.1.7	sce00480	R00115	MNXR100098
r_0482	glutathione oxidoreductase	GTHOm	1.8.1.7	sce00480	R00115	MNXR100098
r_0483	glutathione peridoxase	GTHPi	1.11.1.15;1.11.1.9	sce00480	R00274	MNXR100446
r_0484	glutathione peroxidase, mitochondria	GTHPm			R00274	MNXR100446
r_0485	glutathione synthetase	GTHS	6.3.2.3	sce00270;sce00480	R00497	MNXR100450
r_0486	glyceraldehyde-3-phosphate dehydrogenase	GAPD	1.2.1.12	sce00010;sce01110;sce01130;sce01200;sce01230	R01061	MNXR100040
r_0487	glycerol dehydrogenase (NADP-dependent)	GLYCDy	1.1.1.156	sce00561	R01039	MNXR100327
r_0488	glycerol kinase	GLYK	2.7.1.30	sce00561	R00847	MNXR100348
r_0489	glycerol-3-phosphatase	G3PT	3.1.3.21	sce00561	R00841	MNXR149860
r_0490	glycerol-3-phosphate dehydrogenase (fad)	G3PDm	1.1.5.3	sce00564;sce01110	R00848	MNXR99875
r_0491	glycerol-3-phosphate dehydrogenase (NAD)	G3PD1ir	1.1.1.8	sce00564;sce01110;sce04011	R00842	MNXR99876
r_0492	glycerol-3-phosphate dehydrogenase (NAD)	G3PD1irm	1.1.1.8	sce00564;sce01110;sce04011	R00842	MNXR99876
r_0497	glycerophosphodiester phosphodiesterase (glycerophosphocholine)	GPDDA1	3.1.4.46	sce00564	R01030	MNXR100410
r_0499	glycinamide ribotide transformylase	GARFT	2.1.2.2	sce00230;sce00670;sce01110;sce01130	R04325	MNXR99623
r_0500	glycine C-acetyltransferase	GLYAT			R00371	MNXR100313
r_0501	glycine cleavage system	GLYCLm	1.4.4.2;1.8.1.4;2.1.2.10	sce00010;sce00020;sce00260;sce00280;sce00620;sce00630;sce00640;sce00670;sce01110;sce01130;sce01200		
r_0502	glycine hydroxymethyltransferase	GHMT2r	2.1.2.1	sce00260;sce00630;sce00670;sce01110;sce01130;sce01200;sce01230	R00945	MNXR100142
r_0503	glycine hydroxymethyltransferase	GHMT2rm	2.1.2.1	sce00260;sce00630;sce00670;sce01110;sce01130;sce01200;sce01230	R00945	MNXR100142
r_0504	glycine-cleavage complex (lipoamide)	GCC2am	1.4.4.2;1.8.1.4;2.1.2.10	sce00010;sce00020;sce00260;sce00280;sce00620;sce00630;sce00640;sce00670;sce01110;sce01130;sce01200		MNXR100065
r_0505	glycine-cleavage complex (lipoamide)	GCC2cm	1.2.4.2;1.4.4.2;1.8.1.4;2.1.2.10;2.3.1.61	sce00010;sce00020;sce00260;sce00280;sce00310;sce00380;sce00620;sce00630;sce00640;sce00670;sce01110;sce01130;sce01200	R01698	MNXR100066
r_0506	glycine-cleavage complex (lipoylprotein)	GCCam	1.4.4.2;1.8.1.4;2.1.2.10	sce00010;sce00020;sce00260;sce00280;sce00620;sce00630;sce00640;sce00670;sce01110;sce01130;sce01200	R03425	MNXR100067
r_0507	glycine-cleavage complex (lipoylprotein)	GCCbim	1.4.4.2;1.8.1.4;2.1.2.10	sce00010;sce00020;sce00260;sce00280;sce00620;sce00630;sce00640;sce00670;sce01110;sce01130;sce01200	R04125	MNXR100068
r_0508	glycine-cleavage complex (lipoylprotein)	GCCcm	1.4.4.2;1.8.1.4;2.1.2.10	sce00010;sce00020;sce00260;sce00280;sce00620;sce00630;sce00640;sce00670;sce01110;sce01130;sce01200	R03815	MNXR100069
r_0509	glycine-cleavage system (lipoamide)	GCC2bim	1.4.4.2;1.8.1.4;2.1.2.10	sce00010;sce00020;sce00260;sce00280;sce00620;sce00630;sce00640;sce00670;sce01110;sce01130;sce01200		
r_0510	glycogen (starch) synthase		2.4.1.11;2.4.1.186	sce00500		MNXR143136
r_0511	glycogen phosphorylase	GLCP	2.4.1.1	sce00500;sce01110		MNXR100214
r_0512	glycyl-tRNA synthetase	GLYTRS	6.1.1.14	sce00970	R03654	MNXR100365
r_0514	GMP synthase	GMPS2	6.3.5.2	sce00230	R01231	MNXR100384
r_0518	GPI-anchor assembly, step 2		3.5.1.89	sce00563	R05917	MNXR95257
r_0519	GPI-anchor assembly, step 5		2.4.1.-	sce00563		
r_0520	GPI-anchor assembly, step 6		2.-.-.-	sce00563		
r_0521	GPI-anchor assembly, step 7		2.4.1.-	sce00563		
r_0522	GPI-anchor assembly, step 8		2.4.1.-	sce00563		
r_0523	GPI-anchor assembly, step 9		2.-.-.-	sce00563		
r_0524	GTP cyclohydrolase I	GTPCI	3.5.4.16	sce00790	R00424	MNXR100453
r_0525	GTP cyclohydrolase II	GTPCII2	3.5.4.25	sce00740;sce00790;sce01110	R00425	MNXR100455
r_0526	guanine deaminase	GUAD	3.5.4.3	sce00230	R01676	MNXR145141
r_0527	guanine phosphoribosyltransferase	GUAPRT	2.4.2.8	sce00230;sce01110	R01229	MNXR100409
r_0528	guanylate kinase	GK1	2.7.4.8	sce00230	R00332	MNXR100144
r_0529	guanylate kinase (GMP:dATP)	GK2	2.7.4.8	sce00230		MNXR100145
r_0530	heme O monooxygenase	HEMEOMOm	1.18.1.6			MNXR100595
r_0531	Heme O synthase	HEMEOSm	2.5.1.-	sce00190;sce00860;sce01110	R07411	MNXR100596
r_0532	hexaprenyldihydroxybenzoate methyltransferase		1.14.13.-;2.1.1.114;2.1.1.201;2.1.1.64;2.7.-.-	sce00130;sce01110		
r_0533	hexokinase (D-fructose:ATP)	HEX7	2.7.1.1	sce00010;sce00051;sce00052;sce00500;sce00520;sce01110;sce01130;sce01200	R00760	MNXR106668
r_0534	hexokinase (D-glucose:ATP)	HEX1	2.7.1.1;2.7.1.2	sce00010;sce00051;sce00052;sce00500;sce00520;sce01110;sce01130;sce01200	R00299	MNXR100612
r_0535	hexokinase (D-mannose:ATP)	HEX4	2.7.1.1	sce00010;sce00051;sce00052;sce00500;sce00520;sce01110;sce01130;sce01200	R01326	MNXR95795
r_0536	histidinol dehydrogenase	HISTD	1.1.1.23;3.5.4.19;3.6.1.31	sce00340;sce01110;sce01230	R01158	MNXR100587
r_0537	histidinol-phosphatase	HISTP	3.1.3.15	sce00340;sce01110;sce01230	R03013	MNXR100642
r_0538	histidinol-phosphate transaminase	HSTPT	2.6.1.9	sce00340;sce00350;sce00360;sce00400;sce01110;sce01130;sce01230	R03243	MNXR95852
r_0539	histidyl-tRNA synthetase	HISTRS	6.1.1.21	sce00970	R03655	MNXR100643
r_0540	histidyl-tRNA synthetase	HISTRSm	6.1.1.21	sce00970	R03655	MNXR100643
r_0541	hnRNP arginine N-methyltransferase	ARMT	2.1.1.-		R01159	MNXR141861
r_0542	homoacontinate hydratase	HACNHm	4.2.1.36	sce00300;sce01130;sce01210;sce01230	R04371	MNXR100552
r_0543	homocitrate synthase		2.3.3.14	sce00300;sce00620;sce01130;sce01210;sce01230	R00271	MNXR141692
r_0544	homocysteine S-methyltransferase	HCYSMT	2.1.1.10	sce00270;sce01110	R00650	MNXR100577
r_0545	homoisocitrate dehydrogenase		1.1.1.87	sce00300;sce01130;sce01210;sce01230	R01934	MNXR107239
r_0546	homoserine dehydrogenase (NADH)	HSDxi	1.1.1.3	sce00260;sce00270;sce00300;sce01110;sce01130;sce01230	R01775	MNXR100734
r_0547	homoserine dehydrogenase (NADP)	HSDy	1.1.1.3	sce00260;sce00270;sce00300;sce01110;sce01130;sce01230	R01775	MNXR100734
r_0548	homoserine kinase	HSK	2.7.1.39	sce00260;sce01110;sce01230	R01771	MNXR100737
r_0549	homoserine O-trans-acetylase	HSERTA	2.3.1.31	sce00270;sce01130	R01776	MNXR100736
r_0550	hydrogen peroxide reductase (thioredoxin)	THIORDXi	1.11.1.15			MNXR104815
r_0551	hydrogen peroxide reductase (thioredoxin)	THIORDXm	1.11.1.15			MNXR104815
r_0552	hydrogen peroxide reductase (thioredoxin)	THIORDXp	1.11.1.15	sce04122		MNXR104815
r_0553	hydroxyacylglutathione hydrolase	GLYOX	3.1.2.6	sce00620	R01736	MNXR100353
r_0554	hydroxyacylglutathione hydrolase	GLYOXm	3.1.2.6	sce00620	R01736	MNXR100353
r_0555	hydroxybenzoate octaprenyltransferase	HBZOPT6m	2.5.1.39	sce00130;sce01110	R05616	MNXR100569
r_0556	hydroxyethylthiazole kinase	HETZK	2.5.1.3;2.7.1.50	sce00730	R04448	MNXR100611
r_0557	hydroxymethylbilane synthase	HMBS	2.5.1.61	sce00860;sce01110	R00084	MNXR100658
r_0558	hydroxymethylglutaryl CoA reductase	HMGCOAR	1.1.1.34	sce00900;sce01110;sce01130	R02082	MNXR107304
r_0560	hydroxymethylglutaryl CoA synthase	HMGCOASm	2.3.3.10	sce00072;sce00280;sce00650;sce00900;sce01110;sce01130	R01978	MNXR107257
r_0561	hydroxymethylpyrimidine kinase (ATP)	HMPK1	2.7.1.49;2.7.4.7	sce00730	R03471	MNXR100664
r_0562	hypoxanthine phosphoribosyltransferase (Hypoxanthine)	HXPRT	2.4.2.8	sce00230;sce01110	R01132	MNXR100752
r_0563	Imidazole-glycerol-3-phosphate synthase	IG3PS	2.4.2.-;4.1.3.-	sce00340;sce01110;sce01230	R04558	MNXR100811
r_0564	imidazoleglycerol-phosphate dehydratase	IGPDH	4.2.1.19	sce00340;sce01110;sce01230	R03457	MNXR100813
r_0565	IMP dehydrogenase	IMPD	1.1.1.205	sce00230;sce01110	R01130	MNXR100830
